19500	
29750	
38250	28719,14318
39750	
42000	
47000	
64000	
65500	18736
69500	
71250	
82250	
83250	
139000	
140500	6918
145750	
154500	
154750	14119,9834,569,11196,8943
190500	
200250	1831,17556
203750	4728,18075,25372,12977,13799
232000	7868,21865
236000	9452
239250	
252500	
266500	
267250	
282500	
299750	4452,28410,8528,3034,3719
309750	
317500	
341000	15584
364250	11679
371250	
380000	554
382250	
393250	519
405000	
415500	
417250	
418500	
425500	13450,17506,22094
434750	
439000	
448250	
452750	
472000	3515,14647
528250	
563500	21840,9620,28347,14073,21838
567250	11080
573000	21796,23214,11080,637,7473
591750	
599750	
620500	
621500	19973,20425,19126,23364,5843
650750	
691500	8643,26288,9842
711500	26722,11052,4709,14360,13682
725000	
731750	
745750	
746000	
747500	
764000	7208
764750	
776750	
791500	22989,24831,10810,10329,26665
799000	
805750	
832250	1831
835000	7071
847750	
848500	6467,24977
854250	20158,23549,15832,19692
861250	
861750	
887500	
887750	
892500	
965500	26845
969750	
980000	
981000	16140
984500	
1025250	1918
1046250	11396
1047000	
1063000	
1074500	
1074750	
1086750	
1104500	
1110750	
1114000	22356,8188
1118250	
1140750	6741
1148000	
1165500	
1173500	
1181250	15858,17968,18932
1189000	
1194750	
1206500	
1240250	
1244250	27458
1247000	
1319000	
1324500	
1338750	
1365000	
1381000	
1441500	
1446250	19751
1449250	
1459000	
1459750	20228,16550,28059
1492500	17653
1499750	
1517000	
1525000	
1528500	7059,26563,29265,3627
1530250	
1531250	
1561250	13891,14153,3804,17945,251
1579250	
1617250	
1620500	
1622500	
1627000	
1629250	7727,21758
1641000	
1661750	28221
1688750	
1699500	
1710500	
1724000	
1724250	7868
1727500	27334
1758250	
1767500	
1782250	
1792000	5429
1793250	4949,679
1806750	
1812000	28410,21628,23793,29077
1815750	
1832000	25687,11939
1838000	
1838750	
1855750	
1904750	
1906000	
1909250	
1911500	
1934750	
1953250	
1966250	23999,155,24830,23482,11052
1969000	
1971500	
1985250	
2006000	
2033500	18611,20417,20015
2050000	
